STT;Dia;GDCD;Hoa;Li;Ma_mon_ngoai_ngu;Ngoai_ngu;Sinh;Su;Toan;Van;sbd;diem to hop;Diem trung binh;Diem xet tot nghiep;Dieu kien tot nghiep
345;;;5.5;4.25;N1;3.6;7.75;;6.6;6.5;51000346;5.8;6.9;6.6;Dat
346;6.75;9;;;N1;5.4;;6;5.8;5;51000347;7.3;8;7.1;Dat
347;;;5.75;7.5;N1;8.2;6;;8;7.25;51000349;6.4;7.5;8.1;Dat
348;8.25;8.5;;;N1;6.2;;6.25;7.4;6.75;51000345;7.7;7.9;7.9;Dat
349;;;7;6.75;N1;6.2;5.25;;6.4;7.25;51000350;6.3;7.8;7.5;Dat
350;;;6;8;N1;6.8;5.5;;7.6;6.75;51000348;6.5;7.6;7.7;Dat
351;5.75;5.25;;;N1;3.2;;3.75;3.2;3.25;51000352;4.9;7.3;5.3;Dat
352;;;4.25;6.75;N1;6.2;4.25;;6.4;7.5;51000353;5.1;9.6;7.9;Dat
353;4;4.5;;;N1;2.6;;3;2.8;4;51000351;3.8;8.6;5.5;Dat
354;6.5;8.75;;;N1;5;;6.25;6.4;6.75;51000357;7.2;7.2;7.2;Dat
355;6.25;9;;;N1;3.8;;5.5;5.2;6.75;51000354;6.9;6.5;6.5;Dat
356;6.75;7.75;;;N1;8.8;;4;5;8;51000355;6.2;7.3;7.7;Dat
357;;;6.5;5;N1;6.8;6.5;;8;5.5;51000356;6;7.9;7.6;Dat
358;6.5;7;;;N1;5.6;;4.75;7.6;5.5;51000361;6.1;9.6;7.8;Dat
359;7.25;8.75;;;N1;3.6;;6.5;6.4;7;51000363;7.5;8.2;7.3;Dat
360;;;5.25;5.75;N1;3.2;5.5;;7.2;5.75;51000358;5.5;9.9;7.4;Dat
361;6.5;7.5;;;N1;6.8;;4.5;5.8;6.5;51000362;6.2;6.2;6.9;Dat
362;6.25;8.5;;;N1;9;;7;6.6;7.75;51000360;7.3;9.2;8.7;Dat
363;;;4.25;7;N1;5.4;2.5;;6.6;6.25;51000366;4.6;6.7;6.6;Dat
364;7.5;8.25;;;N1;6;;6.25;7;7.25;51000365;7.3;6.7;7.4;Dat
365;;;6.5;7.5;N1;6.8;3.5;;8;6;51000367;5.8;9.1;8;Dat
366;;;8;6;N1;6;5.75;;7.6;6.75;51000359;6.6;6.4;7.2;Dat
367;;;5.75;3;N1;4.4;6.25;;8.2;5.75;51000372;5;7.8;7;Dat
368;6.5;8;;;N1;8;;8;5.6;7.5;51000370;7.5;6.9;7.7;Dat
369;;;5.75;7.5;N1;7.6;5;;7.4;6;51000371;6.1;6.9;7.4;Dat
371;;;6.25;7.25;N1;7;7.5;;7.6;5.25;51000376;7;8.9;8;Dat
372;;;5.5;3.25;N1;6.2;4.25;;5.2;6.75;51000377;4.3;8.2;7;Dat
373;6.5;7.5;;;N1;4.8;;3.75;6;5.75;51000369;5.9;6.2;6.4;Dat
374;8.25;7.75;;;N1;5.8;;5.5;3.4;7.25;51000373;7.2;7.3;6.9;Dat
375;7.75;8.25;;;N1;8.6;;6.75;5.8;5;51000368;7.6;6.8;7.4;Dat
378;;;6;7.75;N1;6;4.25;;8;6.25;51000379;6;9.4;8;Dat
379;;;5;7.5;N1;7.2;5;;8.4;5.5;51000378;5.8;9;8;Dat
381;;;3.5;5.75;N1;4;4;;7;5.25;51000381;4.4;7.1;6.3;Dat
383;;;3;7.25;N1;4.6;5.25;;8;6.25;51000386;5.2;8.1;7.2;Dat
384;;;6.5;7.25;N1;4.6;4;;7.4;5.5;51000384;5.9;9.7;7.6;Dat
385;5.5;5.75;;;N1;2.8;;2.5;2.6;5;51000387;4.6;8.3;5.7;Dat
386;;;2.25;6.5;N1;9.2;4;;7.2;3.75;51000385;4.3;9.7;7.8;Dat
387;5;6;;;N4;3.2;;2.25;1.4;2.75;51000383;4.4;6.6;4.6;Khong Dat
389;;;5.25;6;N1;6.4;3.75;;7.8;5.75;51000391;5;7.5;7.2;Dat
390;;;4.75;6.5;N1;6.8;4.25;;8.2;7.5;51000390;5.2;7.7;7.8;Dat
392;;;3.75;6.5;N1;8.6;4;;7.8;6;51000392;4.8;8;7.8;Dat
393;6.25;7.5;;;N1;2.8;;4;5.6;6;51000393;5.9;9.6;7;Dat
394;;;5.75;6.5;N1;4.4;5.75;;6.2;5.75;51000394;6;7.2;6.7;Dat
395;;;7;4.75;N1;4.6;5.75;;8.2;7;51000395;5.8;8.7;7.7;Dat
396;;;7.5;5.25;N1;5.4;5.25;;7.8;5.25;51000396;6;6;6.7;Dat
398;6;7.75;;;N1;5;;5;5.2;6;51000400;6.3;9.8;7.5;Dat
399;;;5.25;3.5;N1;6.4;5.5;;5.8;7.75;51000401;4.8;6;6.7;Dat
401;7;7.5;;;N1;4;;5;5.8;7.75;51000398;6.5;9.7;7.7;Dat
402;;;6;6.75;N1;3.8;5;;7.4;5;51000409;5.9;7.8;6.8;Dat
403;7;9;;;N1;4.4;;4.25;6.2;6.75;51000406;6.8;9.8;7.8;Dat
404;;;4.25;7.5;N1;7;5.5;;7.2;3.5;51000408;5.8;8.1;7.1;Dat
405;;;5.75;4.5;N1;3.8;6.25;;7.2;6.25;51000410;5.5;9.8;7.5;Dat
406;7;7.5;;;N1;9;;4.25;7.4;6.75;51000405;6.3;7.4;8;Dat
407;8;9;;;N1;7;;7;7.6;7.92;51000407;8;9.7;8.9;Dat
408;4.75;4.75;;;N1;2.8;;2.25;2.4;2.75;51000403;3.9;6.6;4.7;Khong Dat
409;7.5;7.75;;;N1;8.4;;5.25;7;8.5;51000402;6.8;6.1;7.8;Dat
411;5.5;6.25;;;N1;2.2;;1.5;3.4;4.5;51000412;4.4;6.8;5.2;Dat
412;8.5;10;;;N1;6.4;;7.5;6.4;7;51000399;8.7;6.4;7.5;Dat
413;;;3.5;7;N1;6.2;4;;8;6;51000411;4.8;6.1;6.8;Dat
414;6.75;8.75;;;N1;8.4;;5.25;6.6;6.5;51000417;6.9;8.8;8.2;Dat
415;;;7;7;N1;8.2;5.75;;7;5.75;51000416;6.6;7;7.5;Dat
416;;;6.75;6.25;N1;4;3.75;;7.2;5.25;51000414;5.6;6.4;6.4;Dat
417;7.25;8.75;;;N1;6.6;;4.5;7.2;5.5;51000415;6.8;9.4;8;Dat
419;;;5.75;7.75;N1;7.6;5.75;;8.2;6.5;51000419;6.4;6.2;7.5;Dat
420;;;3.75;7.5;N1;8.8;6;;7.4;6.5;51000420;5.8;8.7;8.2;Dat
421;;;6;6.75;N1;5;4.75;;7.6;7.25;51000422;5.8;7.2;7.2;Dat
422;;;8.25;3.5;N1;3.8;7.5;;7.8;6.25;51000423;6.4;7.7;7.2;Dat
423;4;4.25;;;N1;3.2;;4.25;3.2;3.25;51000426;4.2;8.3;5.5;Dat
424;6;6.75;;;N1;3;;2.75;3.4;3.5;51000427;5.2;9.7;6.2;Dat
426;;;6.75;7.25;N1;6;6.25;;7.8;7;51000437;6.8;9.6;8.3;Dat
427;;;6;4.5;N1;7.6;5.25;;6.4;6.25;51000428;5.3;8.5;7.6;Dat
428;7.25;8.5;;;N1;7;;8.5;4;7;51000424;8.1;6.5;7.1;Dat
429;6.75;7.75;;;N1;4.6;;6.5;5.8;6.5;51000431;7;6.5;6.7;Dat
430;;;3.5;5.75;N1;7;4.75;;7.2;5.25;51000436;4.7;8;7.2;Dat
431;4.25;4;;;N1;2;;1.75;3.4;4;51000425;3.3;6.3;4.7;Khong Dat
432;7.75;8.5;;;N1;6;;5.25;5.4;7.25;51000435;7.2;9.8;8.1;Dat
433;6.5;8.25;;;N1;4.4;;3;7;6.5;51000430;5.9;7.4;7;Dat
434;7.25;8.5;;;N1;6.4;;4.5;4.8;7;51000429;6.8;9.2;7.7;Dat
435;7;9.25;;;N1;2.8;;7.75;5;7.25;51000433;8;8;7;Dat
436;6.5;8.25;;;N1;4.6;;4.25;7.8;7.25;51000441;6.3;7.4;7.4;Dat
437;7.25;8.25;;;N1;5.2;;5.75;6.4;7.75;51000432;7.1;6.8;7.3;Dat
438;6.25;7.25;;;N1;8.6;;5.25;6.4;7.25;51000434;6.3;8.3;8.1;Dat
439;;;2.25;6.5;N1;5.6;3.5;;6.4;6.25;51000439;4.1;7.6;6.8;Dat
440;;;6.25;6.25;N1;6.2;4.75;;6.4;3.75;51000438;5.8;6.5;6.4;Dat
441;;;6.75;3;N1;6.2;6.75;;7.4;6.75;51000443;5.5;6;6.9;Dat
443;;;7.25;5;N1;4.8;8.25;;8;5.25;51000446;6.8;7.3;7.1;Dat
445;;;8;7.5;N1;6.6;5.25;;7.8;6;51000447;6.9;6.8;7.4;Dat
446;;;3.5;6.75;N1;6.4;5;;7;6.5;51000442;5.1;7.2;7.1;Dat
447;;;7;7.5;N1;3.6;4.75;;7.2;6.25;51000445;6.4;9.1;7.4;Dat
448;;;6.75;6.25;N1;5.8;7.5;;8.2;7.5;51000450;6.8;8.3;8;Dat
449;;;7.75;5.5;N1;5.4;7;;7.8;;51000453;6.8;8.5;6.7;Dat
450;;;5.5;7.75;N1;9.2;4.5;;8.2;5;51000440;5.9;7.2;7.7;Dat
451;;;3.25;5.5;N1;6;4.25;;4.8;6;51000451;4.3;9.6;7.2;Dat
452;;;6.5;4.25;N1;7.6;7;;8;6;51000452;5.9;9.2;8.2;Dat
457;6;6.75;;;N1;5;;4.5;6.8;4.33;51000457;5.8;8.8;7.1;Dat
458;5;6.25;;;N1;2.6;;2.25;2.8;3.5;51000459;4.5;9.6;5.8;Dat
459;7.25;9.75;;;N1;9;;6.75;7.4;6.75;51000458;7.9;6.8;8.1;Dat
461;7;7.25;;;N1;4.8;;5.25;6;6.5;51000463;6.5;7.7;7.1;Dat
462;;;6.75;5;N1;6.8;7.25;;7.6;7;51000460;6.3;6.8;7.5;Dat
463;6.75;7.25;;;N1;6.2;;5.25;6.4;6.25;51000465;6.4;9.3;7.8;Dat
465;;;4.75;7.75;N1;7.6;4;;8.4;5.5;51000467;5.5;9;8;Dat
466;;;5;5.25;N1;8.2;4.25;;6.6;3.25;51000468;4.8;8.7;7.2;Dat
467;5.5;8.75;;;N1;8;;5.25;6.4;5.75;51000464;6.5;7.7;7.6;Dat
468;;;6.5;6.5;N1;5.2;5;;8.6;6;51000469;6;6.2;7;Dat
469;6.5;8;;;N1;4.2;;6.75;5.2;6.25;51000471;7.1;7.9;7;Dat
470;;;4.75;7.5;N1;7.6;5;;8.2;6;51000472;5.8;7;7.5;Dat
471;6.75;7.25;;;N1;6.4;;6.25;6.4;7;51000466;6.8;9.4;8.1;Dat
472;6.5;7.75;;;N1;5.2;;4.25;7.6;6.75;51000476;6.2;8.5;7.7;Dat
473;7.25;8.5;;;N1;3;;5.5;4.8;6;51000477;7.1;7.3;6.4;Dat
474;6.75;7.75;;;N1;4.2;;4.75;4;6.5;51000475;6.4;8;6.7;Dat
475;8;8.5;;;N1;5.8;;8;7.6;8.5;51000478;8.2;6.1;7.7;Dat
476;;;4.25;9;N1;8.8;5.5;;8;6.75;51000474;6.3;8.8;8.5;Dat
477;;;7;6.25;N1;5.6;6.5;;6.8;5.75;51000473;6.6;7.1;7.1;Dat
478;;;2.25;7.25;N1;7.4;5.25;;8;6.25;51000481;4.9;6.1;7.1;Dat
479;5.75;7;;;N1;3.2;;3;4.4;5.5;51000479;5.3;8.3;6.3;Dat
480;5.75;6;;;N1;4;;5.25;4.4;7;51000480;5.7;7.3;6.5;Dat
481;5;7.5;;;N1;4.4;;2.25;4.2;7;51000482;4.9;9.5;7;Dat
483;;;6.75;3.75;N1;5.4;6.25;;7.8;8;51000486;5.6;8.8;7.9;Dat
485;8.75;8;;;N1;7.2;;5.5;6.2;6.25;51000485;7.4;6.5;7.3;Dat
486;5.25;7.25;;;N1;2.8;;2.5;4.2;5.75;51000487;5;7;5.8;Dat
487;6.75;7.75;;;N1;4.8;;4.5;3.8;6.25;51000488;6.3;8.7;6.9;Dat
488;5.75;6;;;N1;7;;6;6.4;8;51000492;5.9;9;8.1;Dat
489;;;7.25;6.5;N1;5.2;3;;7;5.25;51000489;5.6;6.5;6.6;Dat
490;;;3;3;N1;5.4;4.25;;4.6;4;51000491;3.4;8.6;6.2;Dat
491;;;6;6.25;N1;4;5;;6.6;6.5;51000490;5.8;8.1;7;Dat
492;5.75;9;;;N1;5.2;;5.75;6.2;6.75;51000496;6.8;6.6;6.9;Dat
493;;;4.75;8;N1;8.2;4;;8.4;5.75;51000494;5.6;8.9;8.2;Dat
494;5;7.25;;;N1;6.4;;5.75;7;6;51000495;6;6.1;6.9;Dat
495;;;4.25;2.25;N1;6.2;3.5;;5.8;5.25;51000498;3.3;6.6;6.2;Dat
496;;;6.75;7.25;N1;7.8;6.25;;7;5.5;51000493;6.8;7;7.4;Dat
498;;;2.75;6.75;N1;6.2;4.5;;6.4;5;51000500;4.7;6.2;6.4;Dat
499;;;7;7;N1;5;5.25;;7.2;5;51000505;6.4;8.1;7.2;Dat
501;;;6;6.75;N1;8.6;5;;7.4;7;51000503;5.9;6.5;7.6;Dat
502;;;4;7;N1;7.6;4.75;;7.4;7.5;51000497;5.3;6.3;7.4;Dat
503;;;6.25;8;N1;4.6;3.75;;7.6;6.75;51000504;6;8.2;7.4;Dat
504;9.75;9;;;N1;5.6;;9.25;6;7.5;51000506;9.3;9.2;8.3;Dat
506;4.5;5;;;N1;3.6;;2.75;1.8;3.25;51000502;4.1;7.2;5;Dat
507;;;2.25;7;N1;7.6;6.25;;7.4;6;51000509;5.2;6.3;7.1;Dat
508;7.75;8.25;;;N1;7.2;;8;5.4;5.5;51000511;8;9.6;8;Dat
511;6;;;;N1;2.4;;4;6.8;3;51000510;3.3;9.5;6.2;Dat
512;;;2.25;5.5;N1;7.8;4.75;;6;5;51000508;4.2;7.4;6.8;Dat
513;7;7.75;;;N1;5.8;;6;8.2;6.25;51000520;6.9;6;7.2;Dat
515;;;3.75;7.25;N1;6.2;4.75;;7.6;6.25;51000513;5.3;10;8;Dat
516;;;5;6.25;N1;6.8;4;;8;8;51000515;5.1;9;8.2;Dat
517;;;5.25;4.75;N1;4.8;4.75;;7.4;6.25;51000516;4.9;7.6;7;Dat
519;4.75;8.25;;;N1;6.8;;4.75;6.2;4.75;51000524;5.9;9;7.4;Dat
520;6.75;8.75;;;N1;2.8;;4;5.6;6;51000519;6.5;8.9;6.9;Dat
522;7;6.25;;;N1;7.4;;6.5;6;6.75;51000521;6.6;6;7.1;Dat
523;;;3.75;6;N1;5.2;5;;8.2;7;51000526;4.9;7.1;7.2;Dat
525;7.25;8;;;N1;8.8;;6.5;5.2;8;51000522;7.3;7.7;8;Dat
526;6;7.25;;;N1;3.8;;5.75;5.8;7.5;51000530;6.3;6.5;6.6;Dat
527;;;3.25;6.5;N1;7.4;4.25;;8;7.75;51000532;4.7;6.7;7.5;Dat
528;;;5;6.75;N1;6.8;3.75;;7.8;6.75;51000528;5.2;7.2;7.4;Dat
529;7.75;8.5;;;N1;5.6;;5.25;5;8.25;51000527;7.2;9.6;8;Dat
531;7.25;7.5;;;N1;5.6;;7.25;5.8;6.75;51000534;7.3;8.7;7.7;Dat
532;7.5;7.5;;;N1;4.6;;4;6.6;6.75;51000529;6.3;6.9;6.9;Dat
533;7.75;8.5;;;N1;5.2;;3.5;8;7.5;51000531;6.6;6.3;7.3;Dat
534;;;4.75;7;N1;5.6;3.25;;7.6;5.25;51000538;5;7.2;6.9;Dat
535;;;3.5;6.25;N1;6.2;4.75;;6.6;5.25;51000535;4.8;9.4;7.4;Dat
536;;;5.25;4.75;N1;5;4.5;;6.6;5.75;51000536;4.8;8.6;7.1;Dat
537;7.25;9.25;;;N1;5.8;;5.75;6.2;8;51000537;7.4;9.5;8.2;Dat
538;;;6.75;7;N1;7.6;6.75;;7.6;5.75;51000541;6.8;9.2;8.2;Dat
539;6;8.25;;;N1;5.4;;5;5.8;7;51000533;6.4;9.5;7.8;Dat
540;;;5;6.25;N1;6;5.25;;7.4;8;51000540;5.5;8.7;7.9;Dat
541;8.25;9.75;;;N1;7.2;;8.5;7.4;8.25;51000542;8.8;9.3;8.9;Dat
542;;;6.75;8.25;N1;6.2;4;;8;5;51000545;6.3;9.8;8;Dat
543;;;3.75;4;N1;4.6;4.5;;5.8;5.25;51000546;4.1;7.5;6.3;Dat
544;;;6;6.5;N1;8;6;;6;5;51000549;6.2;7;7.1;Dat
545;;;5.75;5;N1;3;3.5;;5.8;5.5;51000544;4.8;9.5;6.8;Dat
546;6.25;7.5;;;N1;5.4;;4.5;5.2;7;51000543;6.1;9.6;7.6;Dat
547;7.5;8.5;;;N1;7.2;;7.75;6.4;5.25;51000548;7.9;7.9;7.7;Dat
548;;;6.75;5.25;N1;6.8;5;;6.8;7.75;51000550;5.7;6.1;7.2;Dat
549;;;6;6.75;N1;7.6;5.25;;6.8;8;51000552;6;9.1;8.3;Dat
550;7;9.5;;;N1;8;;8;7.4;8.5;51000553;8.2;9.6;9.1;Dat
551;6.5;7;;;N1;5.2;;4.5;6.8;7;51000547;6;6.5;6.9;Dat
553;6.5;8.25;;;N1;7.2;;3.25;6.8;7.5;51000556;6;6.6;7.4;Dat
554;4;6.25;;;N1;2.8;;4.5;4;7;51000554;4.9;6.1;5.7;Dat
555;;;6.25;4.75;N1;6.8;6.75;;7.4;7.25;51000558;5.9;9.4;8.2;Dat
556;7.75;8.5;;;N1;6.2;;6.75;6.8;7;51000557;7.7;7.4;7.7;Dat
559;;;6;8.25;N1;8;5.75;;7.6;7.75;51000559;6.7;8.9;8.5;Dat
560;4;5.5;;;N1;3;;2;3.6;4.5;51000561;3.8;10;6.2;Dat
561;;;3.5;7.5;N1;8;4.25;;7.6;7.25;51000569;5.1;8.2;8;Dat
562;;;5;6;N1;4.8;3.5;;5;6.25;51000565;4.8;9.4;7.1;Dat
563;8.5;8.25;;;N1;9.2;;5.75;7;8.25;51000577;7.5;6.3;8.1;Dat
565;5.75;4.5;;;N1;2.4;;2.25;4.8;5.75;51000567;4.2;7.2;5.8;Dat
566;;;7;8.75;N1;4.6;4.5;;6.6;5.42;51000568;6.8;7.7;7;Dat
567;6.5;9;;;N1;7.8;;6.75;6.6;6.75;51000566;7.4;9.9;8.6;Dat
569;8.5;9;;;N1;4.6;;8.25;6.2;8;51000570;8.6;8.7;8;Dat
570;7.25;8.25;;;N1;5;;7.75;6.2;7.75;51000574;7.8;7.1;7.4;Dat
571;5.75;5.75;;;N1;4.6;;3.5;4.6;4;51000572;5;9.4;6.6;Dat
572;;;2.25;2.5;N1;5;5.75;;6.6;6.25;51000584;3.5;6.9;6.4;Dat
573;7.25;6.25;;;N1;7.2;;4.75;6;4.5;51000576;6.1;8.8;7.4;Dat
575;;;5.75;2.5;N1;6.4;6.5;;8.2;6.5;51000562;4.9;6.5;7.1;Dat
576;;;7.5;7.25;N1;7.6;5.5;;6.4;5.75;51000578;6.8;6.4;7.2;Dat
579;;;4.5;6.5;N1;5.4;6.75;;5.8;5.25;51000582;5.9;8.8;7.2;Dat
580;6.5;8.5;;;N1;4.8;;7.5;5;7.58;51000579;7.5;6.4;6.9;Dat
581;;;4.5;6.25;N1;6.8;3.25;;6.4;7;51000581;4.7;8.6;7.5;Dat
582;;;7;4.25;N1;5.4;5.5;;7.6;5.75;51000575;5.6;7.6;7.1;Dat
585;3.5;6;;;N1;2.8;;3;3.8;5;51000587;4.2;8.5;5.9;Dat
586;;;7.5;7.75;N1;6.2;4;;8.4;6;51000590;6.4;9.5;8.2;Dat
587;7.5;8.25;;;N1;6.2;;8;6.2;7.75;51000586;7.9;9.4;8.3;Dat
588;7.5;7.75;;;N1;6.2;;7.5;5.8;7.25;51000589;7.6;6.5;7.2;Dat
589;;;7;6;N1;7.4;7.75;;8.4;6.75;51000591;6.9;7.8;8.1;Dat
590;;;6.25;6.5;N1;8;3;;6;5.25;51000588;5.3;8.5;7.4;Dat
591;;;5.25;3;N1;5.6;3.5;;7;6.25;51000594;3.9;6.2;6.4;Dat
592;;;4.25;6.5;N1;5.2;5.5;;5.2;6.75;51000598;5.4;6.9;6.6;Dat
593;;;5;5.75;N1;6.2;3.75;;7.6;6.75;51000593;4.8;8.6;7.6;Dat
594;;;7;6.5;N1;5.6;5;;7.2;7;51000599;6.2;8.2;7.6;Dat
595;;;5.25;7;N1;7;6.5;;7;7.25;51000592;6.3;7.5;7.7;Dat
596;6.5;8.5;;;N1;5.4;;6.75;5.4;7;51000596;7.3;8.4;7.5;Dat
597;;;5.5;6.25;N1;5.2;4.75;;6.2;7.5;51000597;5.5;9.7;7.8;Dat
598;;;6.75;4.5;N1;4.4;6.25;;7.4;6.25;51000600;5.8;8.2;7.2;Dat
599;8;8.75;;;N1;4.8;;4;6.6;6;51000595;6.9;6.9;6.9;Dat
600;6.75;8;;;N1;3.8;;4.25;3.8;7.25;51000605;6.3;6.7;6.3;Dat
601;4.25;4.5;;;N1;2;;2.25;1.4;4.5;51000603;3.7;6.6;4.6;Khong Dat
602;;;5.5;6.25;N1;7;5;;7;5.25;51000602;5.6;7.8;7.3;Dat
603;6.75;7.75;;;N1;6.4;;5.75;5.8;7.17;51000608;6.8;9.4;8;Dat
604;;;3.25;6;N1;4.8;4.25;;6.6;5.5;51000601;4.5;9.9;7.3;Dat
605;7;8.75;;;N1;5;;5;7.2;8.25;51000606;6.9;6.7;7.4;Dat
606;3.75;4.5;;;N1;2.4;;3.5;1.8;3;51000604;3.9;6.6;4.5;Khong Dat
607;7.25;;;;N1;1.6;;4;4;5.25;51000611;3.8;9.3;6;Dat
608;;;3;4.75;N1;5;5.5;;4.2;6;51000607;4.4;9.9;7;Dat
609;7;8;;;N1;6.4;;6;5.8;6.75;51000610;7;8.8;7.8;Dat
610;6.5;7.75;;;N1;8.4;;4.75;7.8;6.5;51000612;6.3;7.5;7.9;Dat
611;7;8.75;;;N1;4.8;;5.75;5.6;5.5;51000623;7.2;7.9;7;Dat
612;8.75;7.75;;;N1;8;;5.75;7.2;8.75;51000609;7.4;6.1;7.9;Dat
613;;;5.25;6;N1;6;7.25;;8;6.25;51000638;6.2;8.2;7.7;Dat
614;;;6.25;7.25;N1;3.6;4.5;;6.8;6;51000621;6;8.7;7.1;Dat
616;;;5;7.5;N1;8.4;6.25;;8.6;6.75;51000625;6.3;6;7.7;Dat
617;;;4.5;7;N1;6.6;5.5;;8;6.75;51000616;5.7;8.2;7.8;Dat
618;;;4.75;5.75;N1;6.2;6;;8.4;5;51000626;5.5;8.2;7.5;Dat
622;;;5.5;7.75;N1;7.2;3.5;;7.4;6.75;51000627;5.6;8.5;7.9;Dat
623;8;7;;;N1;3.4;;8.5;6.2;6.25;51000628;7.8;9.5;7.6;Dat
624;7.5;8.25;;;N1;5.2;;5.75;7.6;7.5;51000643;7.2;7.9;7.8;Dat
626;6.5;6.25;;;N1;5.8;;4.25;6.8;6.5;51000651;5.7;8.9;7.6;Dat
627;;;6.25;7;N1;8.4;5.25;;7.8;5.75;51000613;6.2;7.5;7.8;Dat
628;;;6.25;2.25;N1;5.4;6.25;;7.2;7;51000653;4.9;7.5;7.1;Dat
630;6.25;6;;;N1;3.6;;2;2.2;4.25;51000633;4.8;8.1;5.6;Dat
631;6.5;7;;;N1;8;;6;4.4;4.5;51000630;6.5;7.3;6.9;Dat
633;;;5.75;5.5;N1;3.4;5.75;;7;4.5;51000631;5.7;7.2;6.4;Dat
634;;;6;7;N1;6.6;4.75;;6.8;6.25;51000620;5.9;7.2;7.2;Dat
635;6.75;6.75;;;N1;6.8;;4.5;8.2;7;51000618;6;7.2;7.7;Dat
636;6.75;9;;;N1;7;;5.5;5.2;7;51000650;7.1;6.8;7.2;Dat
637;7.25;7.75;;;N1;5.2;;5.5;7.8;5.75;51000615;6.8;8.5;7.6;Dat
638;;;7;6.75;N1;5;4.5;;7.2;6;51000642;6.1;7.4;7.1;Dat
639;;;6.25;7.25;N1;7;6.25;;8.2;5.75;51000614;6.6;7.4;7.6;Dat
640;;;;6.75;N1;6.6;;;7.4;;51000629;2.3;9.8;6.4;Dat
641;;;2.25;6.75;N1;6.4;5.5;;7.4;6.75;51000636;4.8;6.4;7;Dat
642;5;5.75;;;N1;2.8;;2.5;3.4;4.5;51000648;4.4;7.2;5.4;Dat
645;;;6.5;5;N1;5;8.25;;9.2;5.75;51000617;6.6;6;7;Dat
646;5.75;7.25;;;N1;6.6;;4.75;5.4;6.75;51000639;5.9;6.5;6.9;Dat
647;;;5;4.75;N1;6.8;5.25;;6.4;7.25;51000632;5;9.2;7.8;Dat
648;;;6;6.75;N1;5.8;6.75;;7.6;7;51000635;6.5;7.7;7.6;Dat
649;7.5;9;;;N1;5.6;;6;8.6;6.5;51000644;7.5;8.8;8.2;Dat
651;7;8;;;N1;5.6;;6;7.4;6.25;51000657;7;8.1;7.6;Dat
653;;;5.5;5.75;N1;3.8;4.25;;7.4;5.5;51000640;5.2;9.8;7.4;Dat
654;5.25;6.5;;;N1;6;;4.5;7.6;5;51000641;5.4;9.2;7.6;Dat
655;6.75;9;;;N1;6;;4.5;6.4;8;51000652;6.8;7.2;7.5;Dat
658;6.5;7.75;;;N1;7.4;;4.5;5.8;5.5;51000645;6.3;8.8;7.6;Dat
659;4.25;7.75;;;N1;3.4;;4.75;5.4;5.5;51000660;5.6;8.5;6.6;Dat
662;;;6;7;N1;5;3.25;;7;5.25;51000656;5.4;6.4;6.5;Dat
663;;;4.5;5;N1;6;6.25;;6.6;2.75;51000662;5.3;6.1;6;Dat
664;7.5;8.75;;;N1;8;;7.75;6.4;6.25;51000668;8;7.7;7.9;Dat
665;;;5.5;7.25;N1;3;4.5;;6.6;4.75;51000665;5.8;6.6;6.1;Dat
666;;;5.5;5.5;N1;9;5;;7;8.25;51000669;5.3;7.6;8.1;Dat
667;7.25;7.25;;;N1;4.2;;4.75;5;6.25;51000667;6.4;9.1;7.2;Dat
668;;;5.75;4.25;N1;2.8;4;;5.8;5;51000666;4.7;7.2;6;Dat
669;7.25;8.75;;;N1;8.2;;5.25;7.4;7;51000671;7.1;9.7;8.7;Dat
670;6.5;8.25;;;N1;5.2;;6.25;4.8;7.5;51000672;7;9.3;7.7;Dat
671;;;4.25;5.75;N1;5.8;5.25;;7.6;5.75;51000670;5.1;7.7;7.2;Dat
672;;;3.5;4.25;N1;4.2;3.75;;5.4;7.5;51000673;3.8;7.5;6.5;Dat
673;;;5.25;4.25;N1;4.8;5.5;;7;7.5;51000674;5;9.8;7.8;Dat
674;6.25;8.5;;;N1;3.2;;3.5;6.2;5.75;51000676;6.1;8.7;6.9;Dat
675;6.75;8.5;;;N1;6;;4.5;5.8;5.25;51000677;6.6;9;7.4;Dat
676;7.25;8.5;;;N1;6.8;;4.5;7;6;51000678;6.8;9.4;8.1;Dat
677;6.5;8.5;;;N1;4.8;;4.75;6.2;7.5;51000675;6.6;10;8;Dat
678;;;7.25;6.5;N1;6.8;5.75;;7;7.5;51000682;6.5;8.4;8;Dat
679;7.25;8.25;;;N1;6.2;;6;7.4;6.75;51000679;7.2;8;7.8;Dat
680;6;8.75;;;N1;2.6;;3;5.8;5.5;51000683;5.9;7.9;6.4;Dat
681;;;3.5;6.5;N1;3.8;4;;6.4;7.75;51000680;4.7;8.7;7.2;Dat
682;6.5;6.75;;;N1;3.2;;3;4.8;7.5;51000685;5.4;7.4;6.5;Dat
683;;;5.5;4.25;N1;4.4;5.5;;7;7.5;51000686;5.1;8;7.2;Dat
684;7.25;8.5;;;N1;3.4;;7.25;4.8;6.5;51000688;7.7;6.5;6.5;Dat
686;7.25;8;;;N1;5.6;;4.5;6.8;6.75;51000687;6.6;7.5;7.4;Dat
687;7.5;8.5;;;N1;3.8;;6.75;6.2;5.5;51000689;7.6;8.8;7.3;Dat
688;;;6.25;5;N1;6.4;5.25;;7;8;51000691;5.5;8.3;7.8;Dat
